OBJECTID,STATEFP10,COUNTYFP10,VTDST10,GEOID10,VTDI10,NAME10,NAMELSAD10,LSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,TAPERSONS,TA1RACE,TAWHITEALN,TABLACKALN,TAAMINDALN,TAASIANALN,TANHPOALN,TAOTHERALN,TA2RACE,TAPOP2RACE,TAWHTBLACK,TAWHAIAN,TAWHTASIAN,TAWHNHPO,TAWHTOTHER,TABLAIAN,TABLKASIAN,TABLNHPO,TABLKOTHER,TAAIANAS,TAAIANNHP,TAAIANOR,TAASNHPO,TAASIANOTH,TANHPOOR,TA3RACES,TAWHBLAIN,TAWHBLAS,TAWHBLNHP,TAWHBLOR,TAWHAIANS,TAWHAIANHP,TAWHAIANOR,TAWASNHOPI,TAWHASOR,TAWHNHPOOT,TABLAIANS,TABLAIANHP,TABLAIANOR,TABLASNHOP,TABLASOR,TABLNHPOOR,TAAIANASHP,TAAIANASOR,TAAIANNHPO,TAASNHPOOR,TA4RACES,TAWHBLAINA,TAWHBLINHP,TAWHBLAINO,TAWHBLASHP,TAWHBLASOR,TAWHBLNHPO,TAWHAINSHP,TAWHAIANSO,TAWHAINHPO,TAWHASNHPO,TABLAINSHP,TABLAIANSO,TABLAINHPO,TABLASNHPO,TAAIANSHPO,TA5RACES,TAWHBINSHP,TAWHBLINSO,TAWHBINHPO,TAWHBLSHPO,TAWHINSHPO,TABLINSHPO,TA6RACES,TWHBINSHPO,THISPNHISP,TAHISPANIC,TNHISPANIC,TN1RACE,TNWHALN,TNBLKALN,TNAIANALN,TNASIANALN,TNNHPOALN,TNOTHRALN,TN2MRACES,TN2RACES,TNWHBL,TNWHAIAN,TNWHTASIAN,TNWHNHPOPI,TNWHOR,TNBLAIAN,TNBLASIAN,TNBLNHPOPI,TNBLOR,TNAIANAS,TNAIANNHPI,TNAIANOR,TNASNHPOPI,TNASOR,TNNHOPIOOR,TN3RACES,TNWHBLAIAN,TNWHBLAS,TNWHBLNHPI,TNWHBLOR,TNWHAIANAS,TNWHAIANHP,TNWHAIANOR,TNWHASNHPI,TNWHASOR,TNWHNHPOOR,TNBLAIANAS,TNBLAIANHP,TNBLAIANOR,TNBLASNHPI,TNBLASOR,TNBLNHPOOR,TNAIANASHP,TNAIANASOR,TNAIANNHPO,TNASNHPOOR,TN4RACES,TNWHBLAINS,TNWHBLINHP,TNWHBLAINO,TNWHBLASHP,TNWHBLASOR,TNWHBLNHPO,TNWHAINSHP,TNWHAIANSO,TNWHAINHPO,TNWHASNHPO,TNBLAINSHP,TNBLAIANSO,TNBLAINHPO,TNBLASNHPO,TNAIANSHPO,TN5RACES,TNWHBINSHP,TNWHBLINSO,TNWHBINHPO,TNWHBLSHPO,TNWHINSHPO,TNBLINSHPO,TN6RACES,TNWBINSHPO,VAPERSONS,VA1RACE,VAWHITEALN,VABLACKALN,VAAIANALN,VAASIANALN,VANHPOALN,VAOTHERALN,VA2MRACES,VA2RACES,VAWHBL,VAWHAIAN,VAWHAS,VAWHNHPO,VAWHOR,VABLAIAN,VABLASIAN,VABLNHOPI,VABLOR,VAAIANAS,VAAIANNHPI,VAAIANOR,VAASNHOPI,VAASOR,VANHPOOR,VA3RACES,VAWHBLAIAN,VAWHBLAS,VAWHBLNHPI,VAWHBLOR,VAWHAIANAS,VAWHAIANHP,VAWHAIANOR,VAWHASNHPI,VAWHASOR,VAWHNHPIOT,VABLAIANAS,VABLAIANHP,VABLAIANOR,VABLASNHPI,VABLASOR,VABLNHPIOT,VAAIANASHP,VAAIANASOR,VAAIANNHPO,VAASNHPOOR,VA4RACES,VAWHBLAINS,VAWHBLINHP,VAWHBLAINO,VAWHBLASHP,VAWHBLASOR,VAWHBLNHPO,VAWHAINSHP,VAWHAIANSO,VAWHAINHPO,VAWHASNHPO,VABLAINSHP,VABLAIANSO,VABLAINHPO,VABLASNHPO,VAAIANSHPO,VA5RACES,VAWHBINSHP,VAWHBLINSO,VAWHBINHPO,VAWHBLSHPO,VAWHINSHPO,VABLINSHPO,VA6RACES,VAWBINSHPO,VAHISNHISP,VAHISPANIC,VANHISPANC,VAN1RACE,VANWHTALN,VANBLKALN,VANAIANALN,VANASANALN,VANNHPOALN,VANORALN,VANM2RACES,VAN2RACES,VANWHBL,VANWHAIAN,VANWHAS,VANWHNHOPI,VANWHOR,VANBLAIAN,VANBLAS,VANBLNHOPI,VANBLOR,VANAIANAS,VANAIANNHP,VANAIANOR,VANASNHOPI,VANASOR,VANNHOPIOR,VAN3RACES,VANWHBLAIN,VANWHBLAS,VANWHBLNHP,VANWHBLOR,VANWHAIANS,VANWHAINHP,VANWHAIANO,VANWHASNHP,VANWHASOR,VANWHNHOPO,VANBLAIANS,VANBLAINHP,VANBLAIANO,VANBLASNHP,VANBLASOR,VANBLNHOPO,VANAIANSHP,VANAIANASO,VANAIANHPO,VANASNHPOO,VAN4RACES,VANWHBLINS,VANWHBINHP,VANWHBLINO,VANWHBLSHP,VANWHBLASO,VANWHBLHPO,VANWHINSHP,VANWHAINSO,VANWHINHPO,VANWHASHPO,VANBLINSHP,VANBLAINSO,VANBLINHPO,VANBLASHPO,VANAINSHPO,VAN5RACES,VANWBINSHP,VANWHBINSO,VANWBINHPO,VANWHBSHPO,VANWINSHPO,VANBINSHPO,VAN6RACES,VNWBINSHPO,TAHOUSING,TAHOCCUPID,TAHVACANT,GDB_GEOMATTR_DATA,Shape__Area,Shape__Length
11,31,001,17W,3100117W,P,4D,Voting District 4D,V1,G5240,S,2655729,0,+40.5932722,-098.3644380,2687,2645,2524,38,1,22,2,58,42,41,10,15,9,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2687,193,2494,2463,2403,35,1,21,2,1,31,30,10,10,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2232,2207,2111,34,1,18,1,42,25,24,4,11,6,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2232,128,2104,2084,2033,31,1,17,1,1,20,19,4,8,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,945,43,,28573612.042653,31523.1680390536
12,31,001,16W,3100116W,P,4C,Voting District 4C,V1,G5240,S,457514,0,+40.5902430,-098.3761855,958,933,899,7,5,7,0,15,25,23,8,5,3,0,1,0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,42,916,898,876,7,4,7,0,4,18,16,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,752,725,6,4,7,0,10,18,16,4,5,2,0,1,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,35,735,722,704,6,3,7,0,2,13,11,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,307,23,,4922518.08105935,10267.7577350519
13,31,001,3W,310013W,P,1C,Voting District 1C,V1,G5240,S,2281056,0,+40.5777081,-098.3708845,1651,1621,1356,10,14,13,1,227,30,30,6,15,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651,350,1301,1277,1243,10,8,12,0,4,24,24,6,15,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,1363,1200,9,12,9,1,132,11,11,1,4,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,195,1179,1171,1142,9,8,9,0,3,8,8,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,833,154,,24542620.7659189,26265.6348501278
14,31,001,1P,310011P,A,Kenesaw Precinct,Kenesaw Precinct,00,G5240,N,187230174,0,+40.6115179,-098.6671472,1155,1148,1129,2,5,8,0,4,7,7,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,20,1135,1131,1119,2,5,5,0,0,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,832,825,1,2,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,6,827,826,822,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,425,30,,2014433140.70543,190672.532759089
15,31,001,2P,310012P,A,Verona Precinct,Verona Precinct,00,G5240,N,92362966,327854,+40.6597593,-098.5453786,241,237,232,2,1,0,0,2,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,6,235,235,232,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,191,186,2,1,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,4,189,189,186,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,109,10,,997248793.064479,126301.168113432
16,31,001,7P,310017P,A,Holstein Precinct,Holstein Precinct,00,G5240,N,186412895,29964,+40.4310458,-098.6688917,383,383,382,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,3,380,380,379,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,283,282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,1,282,282,281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,158,17,,2006169067.96573,190026.391345124
17,31,001,2W,310012W,P,1B,Voting District 1B,V1,G5240,S,3472877,0,+40.5740763,-098.3995314,1959,1927,1715,52,21,24,3,112,32,29,13,2,2,5,6,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959,218,1741,1717,1633,39,17,24,2,2,24,21,12,2,2,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,1411,1282,30,14,15,3,67,15,15,4,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,125,1301,1291,1239,21,12,15,2,2,10,10,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,833,47,,37365918.1862057,32930.9138999115
18,31,001,3P,310013P,A,Juniata Precinct,Juniata Precinct,00,G5240,N,92227345,356888,+40.5606358,-098.5493328,999,991,957,1,4,5,0,24,8,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,26,973,965,947,1,4,5,0,8,8,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,734,714,0,2,1,0,17,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,15,722,719,711,0,2,1,0,5,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,392,16,,996148952.20262,126281.90921321
19,31,001,8P,310018P,A,Roseland Precinct,Roseland Precinct,00,G5240,N,186281920,90218,+40.4286318,-098.5565617,520,520,515,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,5,515,515,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,391,388,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,3,388,388,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,203,14,,2005408108.55058,189952.895345272
20,31,001,6W,310016W,A,2B,Voting District 2B,V1,G5240,N,2394116,87338,+40.5946439,-098.4397762,1635,1626,1588,1,0,23,2,12,9,9,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1635,40,1595,1587,1561,1,0,23,2,0,8,8,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,1153,1127,0,0,16,2,8,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,19,1138,1134,1116,0,0,16,2,0,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,644,20,,26698450.7675484,48242.9163110978
21,31,001,2E,310012E,A,2E Precinct,2E Precinct,00,G5240,N,2176630,0,+40.5871102,-098.4277457,1418,1404,1254,14,10,43,2,81,14,12,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,131,1287,1274,1206,14,7,43,2,2,13,11,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,1016,927,6,4,31,2,46,4,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,69,951,947,904,6,4,31,2,0,4,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,552,21,,23418917.8279616,32942.6557970032
22,31,001,9P,310019P,A,Ayr Precinct,Ayr Precinct,00,G5240,N,186848272,115248,+40.4368138,-098.4396021,665,662,659,0,1,1,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,5,660,659,657,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,458,455,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,4,455,455,453,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,232,19,,2011771473.63559,190360.920777561
23,31,001,10P,3100110P,A,Pauline Precinct,Pauline Precinct,00,G5240,N,171408756,0,+40.4374682,-098.3303595,392,391,389,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,392,391,389,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,307,306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,307,307,306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,157,13,,1844398311.20797,185097.172329606
24,31,001,6P,310016P,P,Blaine Precinct,Blaine Precinct,00,G5240,S,77237377,24246,+40.5643593,-098.3262816,505,503,485,4,1,5,0,8,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,21,484,483,474,4,0,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,471,453,4,1,5,0,8,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,20,453,452,443,4,0,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,77,8,,831288152.015278,142836.861473548
25,31,001,1W,310011W,P,1A,Voting District 1A,V1,G5240,S,2070162,0,+40.5749498,-098.3841318,2587,2532,2060,42,14,64,1,351,55,51,14,13,5,0,14,0,1,0,2,0,0,1,0,1,0,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2587,613,1974,1944,1825,40,13,64,1,1,30,30,13,10,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1807,1786,1498,20,7,46,1,214,21,21,3,10,3,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1807,352,1455,1440,1368,19,6,46,1,0,15,15,3,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093,1003,90,,22273575.1705909,24958.1496903313
26,31,001,10W,3100110W,P,3B,Voting District 3B,V1,G5240,S,1100269,0,+40.5958563,-098.3885324,1350,1319,1222,18,7,19,0,53,31,31,10,5,0,0,11,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,122,1228,1213,1170,18,6,19,0,0,15,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,1041,977,10,4,13,0,37,16,16,1,5,0,0,6,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,89,968,962,936,10,3,13,0,0,6,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,554,49,,11838052.7089883,20169.5675616718
